"AROKATO";"nom";"idreg";"pays";"lat";"long";"Est-ouest";"Capitale";"hydrocarbures";"date creation";"typharris1963";"NMonopoleSnyder";"1959y";"1970y";"1979y";"1989y";"2002y";"2010y";
"AR26406";"nazranj";"RUS16";"Russie";43,21666667;44,76666667;"O";1;1;;;;;12.9;14.9;18.2;125.066;93.357;
"AR41209508";"sjasstroj";"RUS35";"Russie";60,13333333;32,56666667;"O";0;0;;;;;12.9;17.5;16.1;13.969;13.747;
"AUA21103";"Gola Prostan";"UKR23";"Ukraine";46,52;32,53;"O";0;0;;;;10.772;12.963;15.506;17.105;15.879;15.067;
"AUA12139";"Schastya";"UKR14";"Ukraine";48,74;39,23;"O";0;0;;;;;12.971;12.735;13.338;13.698;13.16;
"AUA25110";"Novgorod-Siverskii";"UKR27";"Ukraine";52;33,27;"O";0;0;;;;11.249;12.992;14.534;15.377;15.07;14.178;
"AR22242503";"vorsma";"RUS42";"Russie";55,98333333;43,26666667;"O";0;0;;;;10.9;13;14;13.6;12.629;11.622;
"AR46245505";"elektrgorsk";"RUS40";"Russie";55,88333333;38,78333333;"O";0;0;;;;11.5;13;15.9;18.4;20.353;22.472;
"AR29216501";"kozeljsk";"RUS22";"Russie";54,03333333;35,78333333;"O";0;0;;;;12.1;13;19.8;19.7;19.907;18.203;
"AR70238501";"plavsk";"RUS72";"Russie";53,7;37,3;"O";0;0;;;;12.4;13;14.5;16.6;16.75;16.248;
"AR28234501";"kuvshinovo";"RUS74";"Russie";57,03333333;34,16666667;"O";0;0;;;;13.5;13;13.5;12.4;11.276;10.008;
"AR46467";"protvino";"RUS40";"Russie";54,86666667;37,21666667;"O";0;0;;;;;13;25;34.5;36.175;37.308;
"AR50248551";"Souzoun";"RUS44";"Russie";53,78;82,31;"E";0;0;;;;13.778;13.024;13.866;15.47;15.565;15.364;
"AUA03105";"Kiversti";"UKR04";"Ukraine";50,83;25,47;"O";0;0;;;;;13.027;15.215;16.772;16.665;15.03;
"AR76248551";"Tchernyshevsk";"RUS80";"Russie";52,53;117;"E";0;0;;;;11.412;13.073;15.464;16.204;13.031;13.361;
"AAZ05109";"Qazax";"AZE00";"Azerbaidjan";41,09;45,37;"O";0;0;;;;;13.087;15.585;19.045;20.233;21;
"AKA12202";"Zhetibai";"KAZ12";"Kazakhstan";43,59;52,08;"E";0;;;;;;13.09;10.147;10.513;11.009;11.326;
"ALI03103";"Kretinga";"LIT00";"Lithuanie";55,88;21,25;"O";0;1;;;;;13.091;15.96;19.583;21.423;21.171;
"AR82425";"kiziljurt";"RUS13";"Russie";43,2;46,86666667;"O";0;1;;;;;13.1;21.7;33.7;30.264;36.187;
"AR61212501";"korablino";"RUS56";"Russie";53,91666667;40,01666667;"O";0;0;;;;;13.1;14.8;15.3;14.69;12.657;
"AUA16102";"Globine";"UKR18";"Ukraine";49,38;33,28;"O";0;0;;;;12.504;13.103;13.069;13.717;12.73;10.708;
"ABE03110";"Lepel";"BEL00";"Belarus";54,88;28,7;"O";0;0;;;;;13.109;16.479;19.087;18.819;17.353;
"AR65228558";"Bisert";"RUS63";"Russie";56,86;59,05;"E";0;1;;;;11.573;13.181;11.671;12.646;11.262;10.23;
"AUA05204";"Novgorodske";"UKR06";"Ukraine";48,33;37,83;"O";0;0;;;;12.913;13.223;13.064;13.195;11.82;11.019;
"AMO01103";"Basarabeasca";"MOL00";"Moldavie";46,33;28,97;"O";0;0;;;;12.548;13.237;13.829;14.517;11.587;11.2;
"AKA05201";"Saryezek";"KAZ04";"Kazakhstan";44,36;77,98;"E";0;0;;;;13.266;13.286;13.74;14.587;12.027;12.912;
"AR54204501";"bolhov";"RUS46";"Russie";53,45;36;"O";0;0;;;;11.3;13.3;13;13.1;12.148;11.421;
"AR25234508";"bajkalsk";"RUS17";"Russie";51,55;104,05;"E";0;0;;;;;13.3;15.5;16.4;15.727;13.589;
"AR11222551";"Konosha";"RUS05";"Russie";60,97;40,26;"O";0;0;;;;13.769;13.312;15.327;17.143;12.873;12.432;
"AAZ04109";"Kurdamir";"AZE00";"Azerbaidjan";40,34;48,16;"O";0;1;;;;10.44;13.314;14.844;15.385;17.072;18.2;
"ALI09108";"Utena";"LIT00";"Lithuanie";55,5;25,6;"O";1;0;;;;;13.319;23.742;34.353;33.665;31.943;
"AAR08101";"Artik";"ARM00";"Armenie";40,62;43,98;"O";0;0;;;;;13.323;16.473;25.126;17.495;17.3;
"AR11525";"mirnyja";"RUS05";"Russie";62,76666667;40,33333333;"O";0;0;;;;13.316;13.33;13.267;14.027;41.802;41.289;
"AUA11106";"Mala Viska";"UKR13";"Ukraine";48,65;31,63;"O";0;0;;;;11.362;13.362;13.687;14.645;13.004;11.391;
"AAZ09106";"Zaqatala";"AZE00";"Azerbaidjan";41,63;46,64;"O";0;1;;;;10.25;13.377;16.143;18.198;19.826;20.9;
"AAZ04113";"Sabirabad";"AZE00";"Azerbaidjan";40,01;48,48;"O";0;1;;;;;13.388;15;18.612;18.605;18.6;
"AAZ08103";"shabran";"AZE00";"Azerbaidjan";41,21;48,99;"O";0;1;;;;;13.392;15.374;18.647;21.233;23;
"AUA04103";"Verkhnodniprovsk";"UKR05";"Ukraine";48,65;34,33;"O";0;0;;;;;13.394;20.065;22.708;16.944;16.943;
"AR60225501";"knstantinsk";"RUS55";"Russie";47,58333333;41,1;"O";0;0;;;;10.7;13.4;16.1;18.4;18.801;17.926;
"AR18208501";"dubovka";"RUS76";"Russie";49,05;44,83333333;"O";0;0;;;;11.7;13.4;15;13.7;15.083;14.345;
"AR38226501";"obojanj";"RUS32";"Russie";51,21666667;36,25;"O";0;0;;;;11.9;13.4;14.4;15.4;14.618;13.562;
"AR63230501";"novouzensk";"RUS60";"Russie";50,45;48,15;"O";0;0;;;;12.8;13.4;14.5;16.6;16.881;17.015;
"AR76228501";"nerchinsk";"RUS80";"Russie";51,98333333;116,5833333;"E";0;0;;;;13.5;13.4;16.9;17;15.748;14.976;
"AAR06106";"Stepanavan";"ARM00";"Armenie";41,01;44,39;"O";0;;;;;;13.453;16.494;16.387;16.249;15.8;
"ALI08101";"Mazeikiai";"LIT00";"Lithuanie";56,32;22,33;"O";0;0;;;;;13.468;26.101;43.919;42.35;40.172;
"AKA16109";"Serebryansk";"KAZ16";"Kazakhstan";0;0;"E";0;;;;;16.536;13.48;13.637;14.079;11.218;10.129;
"AR10465";"Progress";"RUS04";"Russie";49,74;129,68;"E";0;0;;;;;13.48;13.065;14.345;13.08;11.146;
"AR18245501";"pallasovka";"RUS76";"Russie";50,05;46,88333333;"O";0;0;;;;10.3;13.5;15.5;17.7;17.163;15.984;
"AR87208501";"emva";"RUS29";"Russie";62,58333333;50,85;"O";0;0;;;;13.7;13.5;15.9;18.8;16.739;14.574;
"AR75209503";"minjar";"RUS66";"Russie";55,06666667;57,55;"E";0;0;;;;15.4;13.5;12.5;12.9;11.032;10.195;
"AES01137";"Sillamae";"EST00";"Estonie";59,4;27,76666667;"O";0;0;;;;;13.505;16.045;20.28;17.011;16.183;
"AUA25106";"Itchnya";"UKR27";"Ukraine";50,87;32,4;"O";0;0;;;;13.131;13.509;13.765;13.632;12.669;11.843;
"AAR11104";"Iyevan";"ARM00";"Armenie";40,88;45,15;"O";1;0;;;;;13.528;15.41;18.681;20.267;20.6;
"AUA08102";"Vasilivka";"UKR09";"Ukraine";47,44;35,27;"O";0;0;;;;11.009;13.539;15.787;16.325;15.51;14.21;
"AUA02101";"Bar";"UKR03";"Ukraine";49,07;27,67;"O";0;0;;;;;13.543;17.675;19.192;17.175;16.393;
"ALI08102";"Plungi";"LIT00";"Lithuanie";55,91;21,84;"O";0;1;;;;;13.56;18.874;22.787;23.388;23.063;
"AR92239501";"mendeleevsk";"RUS65";"Russie";55,9;52,31666667;"O";0;1;;;;11.2;13.6;14;18.1;22.027;22.075;
"AR05547";"fokinop";"RUS53";"Russie";42,96666667;132,4;"E";0;0;;;;;13.6;15.2;19.342;26.457;23.683;
"AR03243552";"Afipskii";"RUS33";"Russie";44,9;38,84;"O";0;1;;;;;13.623;14.975;15.995;17.977;18.969;
"AR42256501";"chaplygin";"RUS36";"Russie";53,25;39,96666667;"O";0;0;;;;10.7;13.7;13.4;14.3;13.656;12.656;
"AR64410";"dolinsk";"RUS58";"Russie";47,31666667;142,8;"E";0;1;;;;14.8;13.7;14.8;15.7;12.555;12.2;
"AR95408";"sajanogorsk";"RUS27";"Russie";53,1;91,4;"E";0;0;;;;;13.7;21.9;50.2;50.255;49.889;
"AUA23103";"Zhashkiv";"UKR25";"Ukraine";49,25;30,1;"O";0;0;;;;11.274;13.71;15.151;16.484;15.765;14.465;
"AR65203551000";"Arti";"RUS63";"Russie";56,42;58,53;"E";0;1;;;;13.016;13.744;13.53;15.803;13.79;12.882;
"AUA22104";"Dounaivtsi";"UKR24";"Ukraine";48,9;26,83;"O";0;0;;;;;13.745;14.568;17.482;16.336;16.201;
"AR22255501";"chkalovsk";"RUS42";"Russie";56,76666667;43,25;"O";0;0;;;;11.6;13.8;14.6;15.1;13.856;12.371;
"AR81248501";"gusinozersk";"RUS10";"Russie";51,28333333;106,5166667;"E";0;0;;;;11.6;13.8;22.3;29.8;26.502;24.603;
"AR76410";"krasnokamen";"RUS80";"Russie";50,1;118,0333333;"E";0;0;;;;;13.8;51;66.9;55.92;55.668;
"AUA07107";"Svalyava";"UKR08";"Ukraine";48,55;22,98;"O";0;0;;;;;13.806;15.538;18.036;17.081;16.781;
"AUA12118";"Loutougine";"UKR14";"Ukraine";48,4;39,21;"O";0;0;;;;11.375;13.878;15.572;18.973;18.753;18.241;
"AR85215501";"laganj";"RUS21";"Russie";45,38333333;47,36666667;"O";0;1;;;;10.8;13.9;14.5;15.8;14.345;14.323;
"AR25410";"bodajbo";"RUS17";"Russie";57,85;114,2;"E";0;0;;;;18.2;13.9;14.4;20.9;16.504;15.331;
"AUA15116";"Rozdilna";"UKR17";"Ukraine";46,85;30,08;"O";0;0;;;;;13.909;15.928;17.995;17.649;17.832;
"AAR03102";"Artashat";"ARM00";"Armenie";39,95;44,55;"O";1;0;;;;;13.924;16.753;32.324;25.099;25.4;
"AUA11103";"Dolinska";"UKR13";"Ukraine";48,12;32,77;"O";0;0;;;;14.156;13.927;13.713;19.23;18.686;19.099;
"AAZ08104";"Siyazan";"AZE00";"Azerbaidjan";41;49,17;"O";0;1;;;;;13.949;15.499;18.655;21.86;24.1;
"AR33222501";"luza";"RUS28";"Russie";60,61666667;47,28333333;"O";0;0;;;;13.2;14;14;13.7;12.311;11.262;
"AR17215501";"gorohovec";"RUS75";"Russie";56,2;42,7;"O";0;0;;;;;14;15;15.8;14.524;14.015;
"AR41454";"sosnovyjbor";"RUS35";"Russie";59,88333333;29,1;"O";0;0;;;;;14;42.2;55.8;66.132;65.901;
"AR04259551";"Shoushenskoe";"RUS34";"Russie";53,33;91,94;"E";0;0;;;;;14.073;16.704;19.289;19.067;17.514;
"AR49208501";"valdaj";"RUS43";"Russie";57,96666667;33,25;"O";0;0;;;;10.6;14.1;17.9;19.2;18.703;16.099;
"AR19252501";"harovsk";"RUS77";"Russie";59,95;40,2;"O";0;0;;;;11.3;14.1;12.9;13.1;11.46;10.078;
"AR94220501";"kambarka";"RUS49";"Russie";56,26666667;54,2;"E";0;1;;;;13.4;14.1;13;13.3;12.636;11.028;
"AUA15102";"Artsiz";"UKR17";"Ukraine";45,98;29,42;"O";0;0;;;;11.344;14.115;16.853;20.24;16.288;15.207;
"AUA05144";"Siversk";"UKR06";"Ukraine";48,86;38,1;"O";0;0;;;;11.948;14.168;14.544;14.019;14.252;12.608;
"AUA23111";"Talne";"UKR25";"Ukraine";48,89;30,7;"O";0;0;;;;12.948;14.187;15.679;17.169;16.261;14.526;
"AR33207501";"kirs";"RUS28";"Russie";59,33333333;52,23333333;"O";0;0;;;;10.9;14.2;14.4;14.2;11.786;10.42;
"AR61217501";"mihajlov";"RUS56";"Russie";54,23333333;39,03333333;"O";0;0;;;;13.529;14.2;14.2;15.3;13.295;11.783;
"AUA21106";"Skadovsk";"UKR23";"Ukraine";46,12;32,92;"O";0;0;;;;;14.208;16.946;21.147;19.561;19.123;
"AR94244551";"Ouva";"RUS49";"Russie";56,98;52,19;"E";0;0;;;;11.554;14.219;15.496;18.249;19.358;19.987;
"AUA13132";"Sokal ";"UKR15";"Ukraine";50,48;24,28;"O";0;0;;;;;14.219;18.877;22.177;21.595;21.355;
"AKA04102";"Alga";"KAZ02";"Kazakhstan";49,9;57,34;"E";0;0;;;;11.748;14.221;16.42;17.91;15.925;19.705;
"AKA05111";"Ousharal";"KAZ04";"Kazakhstan";46,17;80,94;"E";0;0;;;;;14.253;18.567;17.908;15.288;15.991;
"ABE02115";"Louninets";"BEL00";"Belarus";52,25;26,8;"O";0;0;;;;10.328;14.257;18.539;23.213;23.9;23.705;
"AUA02117";"Toul tchin";"UKR03";"Ukraine";48,668;28,87;"O";0;0;;;;12.492;14.271;15.901;16.043;16.028;15.64;
"AR37212501";"katajsk";"RUS31";"Russie";56,3;62,56666667;"E";0;1;;;;11.8;14.3;15.5;16.8;15.836;14.017;
"AR50259501";"chulym";"RUS44";"Russie";55,1;80,96666667;"E";0;0;;;;18.2;14.3;13;13.7;12.275;11.568;
"AR80418";"djurtjuli";"RUS07";"Russie";55,48333333;54,86666667;"E";0;1;;;;;14.3;19.6;25.3;29.984;31.272;
"AR12245501";"harabali";"RUS06";"Russie";47,4;47,25;"O";0;1;;;;;14.3;17;18.6;18.296;18.209;
"AR76254558000";"Pervomaiskii";"RUS80";"Russie";51,67;115,63;"E";0;0;;;;12.866;14.31;15.75;16.299;13.098;12.154;
"AUA09105";"Dolina";"UKR10";"Ukraine";48,8;24,02;"O";0;0;;;;;14.311;18.182;22.68;20.859;20.473;
"AUA13123";"Novii Rozdil";"UKR15";"Ukraine";49,47;24,13;"O";0;0;;;;;14.318;22.077;29.159;27.972;28.462;
"AUA11102";"Gaivoron";"UKR13";"Ukraine";48,35;29,85;"O";0;0;;;;13.119;14.371;15.544;16.52;16.045;15.454;
"AUA05201";"Severne";"UKR06";"Ukraine";48,09;38,69;"O";0;0;;;;13.664;14.376;12.633;12.76;10.991;10.2;
"AR75219554";"Krasnoforskii";"RUS66";"Russie";54,6;61,23;"E";0;1;;;;13.073;14.385;14.395;15.393;13.702;13.62;
"AUA16101";"Gadyatch";"UKR18";"Ukraine";50,37;34;"O";0;0;;;;11.725;14.428;18.578;24.375;22.761;24.031;
"ALI02106";"Jonava";"LIT00";"Lithuanie";55,08;24,28;"O";0;0;;;;;14.438;28.521;36.274;34.911;34.056;
"AR65228501";"nizhnsergi";"RUS63";"Russie";56,66666667;59,3;"E";0;1;;;;14.2;14.5;15.5;14.9;12.567;10.347;
"AR25220501";"kirensk";"RUS17";"Russie";57,78333333;108,1;"E";0;0;;;;14.4;14.5;16.2;16.1;13.712;12.652;
"AR30207501";"elizovo";"RUS23";"Russie";53,18333333;158,3833333;"E";0;0;;;;;14.5;36.2;46.9;41.533;39.548;
"AUA22102";"Gorodok";"UKR24";"Ukraine";49,17;26,57;"O";0;0;;;;;14.506;16.484;17.686;17.656;16.911;
"AR94204551000";"Balezino";"RUS49";"Russie";57,98;53;"E";0;1;;;;11.808;14.507;16.374;18.492;16.804;16.12;
"AUA23106";"Kamyanka";"UKR25";"Ukraine";49,03;32,1;"O";0;0;;;;11.619;14.524;15.967;16.878;15.057;13.261;
"AR41218554000";"Vyritsa";"RUS35";"Russie";59,41;30,35;"O";0;0;;;;13.669;14.554;13.637;12.656;11.163;11.886;
"AKA13107";"Shardara";"KAZ13";"Kazakhstan";41,32;67,97;"E";0;0;;;;;14.566;20.481;25.629;26.651;30.573;
"AUA21101";"Berislav";"UKR23";"Ukraine";46,84;33,42;"O";0;0;;;;10.507;14.587;16.337;17.523;15.266;13.532;
"AR07241501";"neftekumsk";"RUS62";"Russie";44,75;44,98333333;"O";0;1;;;;;14.6;20.2;22.1;27.395;27.7;
"AAR09102";"Goris";"ARM00";"Armenie";39,51;46,34;"O";0;0;;;;10.377;14.62;17.379;23.795;23.221;23;
"AR76209554";"Sherlovaya Gora";"RUS80";"Russie";50,57;116,25;"E";0;0;;;;12.986;14.628;15.375;17.509;14.623;12.487;
"AUA05110";"Girnik";"UKR06";"Ukraine";48,07;37,37;"O";0;0;;;;14.216;14.646;14.745;16.203;14.018;11.897;
"AUA01110";"Krasnoperekopsk";"UKR01";"Ukraine";45,95;33,79;"O";0;0;;;;;14.664;25.584;31.143;30.998;30.201;
"AUA22105";"Izyaslav";"UKR24";"Ukraine";50,12;26,8;"O";0;0;;;;11.587;14.671;14.811;17.567;18.449;17.275;
"AR92408";"bavly";"RUS65";"Russie";54,4;53,25;"O";0;1;;;;13.3;14.7;16.1;20;22.939;22.109;
"AR63203501";"arkadak";"RUS60";"Russie";51,93333333;43,5;"O";0;0;;;;14.8;14.7;14.1;14.2;14.438;12.846;
"AR18212501";"zhirnovsk";"RUS76";"Russie";50,98333333;44,76666667;"O";0;1;;;;;14.7;15.7;16.8;17.751;16.89;
"ALE01167";"Tukums";"LET00";"Lettonie";56,97;23,16;"O";0;0;;;;10.832;14.76;18.895;21.457;19.427;19.956;
"AR20233501";"pavlovskv";"RUS78";"Russie";50,45;40,11666667;"O";0;0;;;;12.1;14.8;21;25.9;26.365;25.126;
"AR80417";"blagovsk1";"RUS07";"Russie";55,03333333;55,98333333;"E";0;1;;;;12.9;14.8;21.1;27.7;32.989;34.246;
"AR91405";"karachajesk";"RUS24";"Russie";43,76666667;41,9;"O";0;0;;;;;14.8;16.9;21.6;22.113;23.848;
"AR27425";"svetlyj";"RUS20";"Russie";54,68333333;20,13333333;"O";0;1;;;;;14.8;17;19.9;21.745;21.38;
"AAZ04107";"Haciqabul";"AZE00";"Azerbaidjan";40,04;48,94;"O";0;1;;;;12.238;14.868;19.066;21.504;23.897;25.5;
"AUA14106";"Novii Boug";"UKR16";"Ukraine";47,68;32,5;"O";0;0;;;;15.354;14.894;16.109;17.553;16.191;15.807;
"AR57226501";"krasnovishk";"RUS52";"Russie";60,4;57,06666667;"E";0;0;;;;15.2;14.9;15.9;18.7;18.26;16.098;
"AR65453503";"verhtagil";"RUS63";"Russie";57,38333333;59,93333333;"E";0;1;;;;15.4;14.9;13.6;13.1;12.571;11.839;
"AR92412";"buinsk";"RUS65";"Russie";54,96666667;48,28333333;"O";0;0;;;;;14.9;15.6;16.8;19.736;20.342;
"AR32246551";"Yashkino";"RUS25";"Russie";55,88;85,43;"E";0;0;;;;14.113;14.929;14.983;16.649;15.583;14.716;
"AAZ04102";"Aghdash";"AZE00";"Azerbaidjan";40,65;47,48;"O";0;1;;;;;14.931;17.352;19.756;25.268;29.4;
"AKA03105";"Esil";"KAZ01";"Kazakhstan";51,96;66,4;"E";0;0;;;;;14.94;14.373;17.014;11.896;11.551;
"AUA12109";"Zimogirya";"UKR14";"Ukraine";48,59;38,94;"O";0;0;;;;13.938;14.943;13.328;12.71;11.18;10.192;
"AR57240501";"osa";"RUS52";"Russie";57,28333333;55,45;"E";0;1;;;;12.7;15;20;24.1;23.452;21.191;
"AR102315519";"Magdatchi";"RUS04";"Russie";53,45;125,8;"E";0;0;;;;12.977;15.059;14.438;15.578;12.208;10.897;
"AUA18110";"Poutivl";"UKR20";"Ukraine";51,33;33,87;"O";0;0;;;;;15.059;17.78;19.342;17.207;16.552;
"AKA05104";"Kapshagai";"KAZ04";"Kazakhstan";43,88;77,08;"E";0;0;;;;14.072;15.071;25.629;38.3;33.994;39.855;
"AR15250501";"starodub";"RUS11";"Russie";52,58333333;32,76666667;"O";0;0;;;;11.7;15.1;17.2;18.9;18.643;19.01;
"AR22243501";"pervomajsk";"RUS42";"Russie";54,86666667;43,8;"O";0;0;;;;13.7;15.1;16.4;16.4;15.094;14.567;
"AR96402";"argun";"RUS67";"Russie";43,3;45,86666667;"O";0;1;;;;;15.1;21.7;25.5;25.698;29.528;
"AR17440510";"lakinsk";"RUS75";"Russie";56,01666667;39,95;"O";0;0;;;;;15.1;17.5;18.9;17.086;15.707;
"AKA10101";"Arkalyk";"KAZ10";"Kazakhstan";50,25;66,91;"E";0;0;;;;;15.108;47.963;62.367;33.084;28.169;
"AKA05206";"Balpyk";"KAZ04";"Kazakhstan";44,89;78,21;"E";0;0;;;;12.908;15.114;15.555;16.692;12.066;12.654;
"AUA08203";"Mikhailivka";"UKR09";"Ukraine";47,27;35,22;"O";0;0;;;;14.023;15.126;15.265;15.077;13.634;12.688;
"ABE03115";"Pastavy";"BEL00";"Belarus";55,12;26,83;"O";0;0;;;;10.566;15.139;17.982;19.022;20.777;19.842;
"AR95402";"abaza";"RUS27";"Russie";52,65;90,08333333;"E";0;0;;;;11.6;15.2;15.8;17.6;18.052;17.111;
"AR18253501";"surovikino";"RUS76";"Russie";48,6;42,85;"O";0;1;;;;;15.2;17;18.3;20.338;20.527;
"AR22503";"sarov";"RUS42";"Russie";54,93333333;43,31666667;"O";0;0;;;;;15.244;24.931;43.067;87.652;92.073;
"AR18210551";"Elan";"RUS76";"Russie";50,95;43,73;"O";0;1;;;;13.873;15.255;15.252;14.935;15.147;14.835;
"AKA03104";"Ereimentaou";"KAZ01";"Kazakhstan";51,62;73,11;"E";0;0;;;;10.999;15.276;15.134;15.973;13.446;12.518;
"AUA13115";"Zolotchiv";"UKR15";"Ukraine";49,8;24,9;"O";0;0;;;;10.513;15.281;18.757;23.189;23.403;23.817;
"AUA23101";"Batoutine";"UKR25";"Ukraine";49,02;31,06;"O";0;0;;;;11.946;15.287;18.612;20.362;19.889;18.034;
"AR65428";"ivdel";"RUS63";"Russie";60,68333333;60,43333333;"E";0;0;;;;22;15.3;15.9;19;19.324;17.764;
"AR81233501";"kjahta";"RUS10";"Russie";50,35;106,45;"E";0;0;;;;10.3;15.3;15;18.3;18.391;20.041;
"AR47525";"poljarnyj";"RUS41";"Russie";69,2;33,45;"O";0;0;;;;11.4;15.3;20;27.6;18.552;17.304;
"AR88415";"kozjmodemsk";"RUS38";"Russie";56,33333333;46,56666667;"O";0;0;;;;12.6;15.3;18.8;24.7;22.771;21.262;
"AR32243551";"Yaya";"RUS25";"Russie";56,2;86,44;"E";0;0;;;;17.572;15.309;14.519;14.28;13.575;11.686;
"AUA05134";"Mikolaivka";"UKR06";"Ukraine";48;38,24;"O";0;0;;;;;15.309;16.613;16.189;16.533;15.92;
"AUA20102";"Barvinkove";"UKR22";"Ukraine";48,9;37,02;"O";0;0;;;;13.476;15.318;15.241;14.889;12.833;10.395;
"AUA14109";"Snigourivka";"UKR16";"Ukraine";47,07;32,82;"O";0;0;;;;13.64;15.345;17.573;17.506;15.305;13.642;
"AR32225551";"Promyshlennaya";"RUS25";"Russie";54,92;85,64;"E";0;0;;;;16.996;15.349;15.391;17.486;17.654;18.043;
"AR94218551";"Igra";"RUS49";"Russie";57,56;53,05;"E";0;1;;;;;15.351;17.128;22.866;22.28;20.747;
"AES01149";"Voru";"EST00";"Estonie";57,85;27;"O";0;0;;;;10.7;15.398;16.899;17.405;14.801;14.376;
"AR57244501";"ocher";"RUS52";"Russie";57,88333333;54,71666667;"E";0;1;;;;14;15.4;14.8;16.4;15.563;14.239;
"AR33250501";"jaransk";"RUS28";"Russie";57,3;47,88333333;"O";0;0;;;;11.8;15.4;17.8;20.5;19.723;17.252;
"AR49220501";"malavishera";"RUS43";"Russie";58,85;32,21666667;"O";0;0;;;;16.1;15.4;15.7;15.6;14.182;12.461;
"AR08212551";"Vanino";"RUS26";"Russie";49,09;140,25;"E";0;0;;;;11.957;15.401;19.178;21.51;19.18;16.993;
"AUA17111";"Sarni";"UKR19";"Ukraine";51,33;26,6;"O";0;0;;;;10.174;15.409;19.137;29.269;28.072;28.609;
"AAZ01214";"Lokbatan";"AZE00";"Azerbaidjan";40,33;49,73;"O";0;1;;;;13.159;15.518;16.743;23.365;30.112;35.2;
"AR32407554";"Gramoteino";"RUS25";"Russie";54,54;86,38;"E";0;0;;;;;15.518;15.521;16.776;14.366;12.999;
"AR04205551";"Berezovka";"RUS34";"Russie";56,04;93,13;"E";0;0;;;;;15.526;17.465;20.766;21.346;20.866;
"AR20202551";"Anna";"RUS78";"Russie";51,49;40,43;"O";0;0;;;;11.834;15.527;17.705;19.08;19.416;18.032;
"AUA10122";"Ouzin";"UKR12";"Ukraine";49,98;30,38;"O";0;0;;;;12.255;15.577;10.312;16.469;13.095;12.258;
"AUA05130";"Kourakhove";"UKR06";"Ukraine";48,03;37,38;"O";0;0;;;;14.847;15.616;20.091;22.155;21.317;20.372;
"AAZ07102";"Calilabad";"AZE00";"Azerbaidjan";39,21;48,5;"O";0;1;;;;;15.629;19.962;25.846;35.42;43;
"AUA20114";"Pervomaiskii";"UKR22";"Ukraine";49,38;36,22;"O";0;0;;;;;15.666;31.141;37.474;32.291;30.91;
"AR46223554";"Nakhabino";"RUS40";"Russie";55,84;38,07;"O";0;0;;;;12.461;15.695;16.216;18.958;28.217;36.451;
"AR01205551";"Blagoveschenka";"RUS02";"Russie";52,83;79,87;"E";0;0;;;;;15.695;18.876;13.6;12.416;11.626;
"AUA05124";"Komsomolske";"UKR06";"Ukraine";48,35;37,97;"O";0;0;;;;15.428;15.698;14.665;14.112;12.714;12.001;
"AR29208501";"kondrovo";"RUS22";"Russie";54,8;35,93333333;"O";0;0;;;;13.1;15.7;15.1;17.2;17.177;16.672;
"AR66208501";"gagarin";"RUS61";"Russie";55,55;35;"O";0;0;;;;;15.7;20.8;28.9;28.789;31.721;
"AR71135";"Nijni-Vartovsk";"RUS70";"Russie";60,95;76,55;"E";0;1;;;;;15.7;108.7;241.5;239.044;251.86;
"ALE01142";"Ogre";"LET00";"Lettonie";56,82;24,6;"O";0;0;;;;;15.708;26.071;29.926;26.283;26.113;
"AAR11103";"Dilidjan";"ARM00";"Armenie";40,74;44,86;"O";0;0;;;;11.412;15.761;20.604;23.695;16.151;15.6;
"AR46259554";"Monino";"RUS40";"Russie";55,84;38,19;"O";0;0;;;;10.787;15.773;18.416;18.582;20.017;22.809;
"AR49232501";"pestovo";"RUS43";"Russie";58,6;35,81666667;"O";0;0;;;;14.2;15.8;15.5;15.9;15.99;15.911;
"AR52413";"nazyvajevsk";"RUS45";"Russie";55,56666667;71,35;"E";0;0;;;;16.5;15.8;14.2;14.4;13.012;11.614;
"AGE10105";"Marneouli";"GEO00";"Georgie";41,46;44,81;"O";0;0;;;;12.4;15.829;19.568;27.557;20.065;23.1;
"AR60251501";"semikarakor";"RUS55";"Russie";47,51666667;40,8;"O";0;0;;;;10.7;15.9;20.2;22.7;23.473;23.884;
"AR92240501";"menzelisnsk";"RUS65";"Russie";55,71666667;53,1;"O";0;1;;;;11.8;15.9;16.7;15.2;16.73;16.474;
"AR14244501";"novyjoskol";"RUS08";"Russie";50,76666667;37,86666667;"O";0;0;;;;12.9;15.9;17.9;20.1;20.892;19.53;
"AR53432";"jasnyj";"RUS47";"Russie";51,03333333;59,86666667;"E";0;0;;;;;15.9;22.9;26.6;18.545;17.365;
"AUA01104";"Bakhtchisarai";"UKR01";"Ukraine";44,75;33,87;"O";0;0;;;;10.852;15.912;22.321;25.363;27.311;26.144;
"AUA16112";"Piryatin";"UKR18";"Ukraine";50,25;32,52;"O";0;0;;;;15.203;15.912;16.932;18.119;16.619;16.264;
"AUA13104";"Brodi";"UKR15";"Ukraine";50,08;25,15;"O";0;0;;;;10.243;15.948;19.471;23.256;23.225;23.844;
"AUA23107";"Kaniv";"UKR25";"Ukraine";49,75;31,47;"O";0;0;;;;;15.967;23.121;29.049;26.556;25.846;
"AUA10118";"Skvira";"UKR12";"Ukraine";49,73;29,67;"O";0;0;;;;12.781;15.972;19.252;19.273;18.049;17.054;
