"AROKATO";"nom";"idreg";"pays";"lat";"long";"Est-ouest";"Capitale";"hydrocarbures";"date creation";"typharris1963";"NMonopoleSnyder";"1959y";"1970y";"1979y";"1989y";"2002y";"2010y";
"AUA23108";"Kaorsoun-Shevtchenkivsk";"UKR25";"Ukraine";49,43;31,25;"O";0;0;;;;11.517;16.752;19.748;22.762;19.225;18.811;
"AR78417";"tutajev";"RUS79";"Russie";57,88333333;39,53333333;"O";0;0;;;;17.2;16.8;23.5;39.8;42.644;41.001;
"AR98227501";"lensk";"RUS15";"Russie";60,71666667;114,9;"E";0;1;;;;;16.8;24;30.3;24.558;24.955;
"AUA08111";"Orikhiv";"UKR09";"Ukraine";47,57;35,79;"O";0;0;;;;12.945;16.804;19.366;21.253;17.793;15.654;
"ABE04105";"Dobroush";"BEL00";"Belarus";52,41;31,32;"O";0;0;;;;14.27;16.809;19.175;20.75;19.398;18.287;
"ALI06108";"Radviliskis";"LIT00";"Lithuanie";55,82;23,53;"O";0;0;;;;12.613;16.841;19.505;21.31;20.224;19.185;
"AR11111";"Narian-Mar";"RUS05";"Russie";67,63333333;53;"O";0;1;;;;13.2;16.9;23.4;20.2;18.611;21.296;
"AR70240501";"suvorov";"RUS72";"Russie";54,11666667;36,5;"O";0;0;;;;14.1;16.9;19.3;21.9;21.213;18.975;
"AR28255501";"toropec";"RUS74";"Russie";56,5;31,63333333;"O";0;0;;;;15.2;16.9;17.3;17.5;14.6;13.018;
"AR10440";"shimanovsk";"RUS04";"Russie";52;127,6666667;"E";0;0;;;;17.9;16.9;25.6;26.3;22.267;19.815;
"AKA15105";"Taiynsha";"KAZ15";"Kazakhstan";53,85;69,76;"E";0;0;;;;10.028;16.906;15.425;16.083;12.576;12.418;
"AUA16105";"Karlivka";"UKR18";"Ukraine";49,45;35,13;"O";0;0;;;;14.488;16.919;19.294;20.059;17.826;16.175;
"AUA05135";"Mospine";"UKR06";"Ukraine";47,89;38,06;"O";0;0;;;;18.002;16.955;14.638;13.494;11.636;10.827;
"AR33236501";"sovetskkr";"RUS28";"Russie";57,58333333;48,95;"O";0;0;;;;14.6;17;18.4;19.4;18.167;16.592;
"AR65229501";"novaljalja";"RUS63";"Russie";59,05;60,6;"E";0;1;;;;17.8;17;17;15.7;14.584;12.731;
"AR33214501";"zujevka";"RUS28";"Russie";58,4;51,13333333;"O";0;0;;;;19.9;17;16.2;16.1;12.6;11.198;
"AAZ04101";"Aghcabadi";"AZE00";"Azerbaidjan";40,05;47,46;"O";0;1;;;;13.985;17.036;20.296;25.162;33.108;39.2;
"AR38415";"schigry";"RUS32";"Russie";51,86666667;36,93333333;"O";0;0;;;;11.4;17.1;20.6;21.2;19.582;17.043;
"AR63422";"marks";"RUS60";"Russie";51,7;46,75;"O";0;1;;;;13.1;17.1;25.7;31.9;32.849;31.535;
"AR63223501";"kranyjkut";"RUS60";"Russie";50,95;46,96666667;"O";0;1;;;;14.8;17.1;16.8;17.5;15.334;14.42;
"AR46239505";"elektrougli";"RUS40";"Russie";55,71666667;38,21666667;"O";0;0;;;;14;17.2;19.4;20.567;18.505;20.12;
"AR46208505";"jahroma";"RUS40";"Russie";56,28333333;37,48333333;"O";0;0;;;;16.3;17.2;16.7;17.5;13.361;13.248;
"AR20213551";"Gribanovskii";"RUS78";"Russie";51,46;41,97;"O";0;0;;;;15.928;17.219;16.41;17.122;17.461;15.686;
"AMO01151";"Ungheni";"MOL00";"Moldavie";47,2;27,8;"O";0;0;;;;11.129;17.228;24.993;37.788;33.186;33;
"AMO02104";"Dubasari";"MOL00";"Moldavie";47,26;29,16;"O";0;0;;;;12.435;17.289;24.409;35.806;24.995;25.501;
"AR89410";"kovylkino";"RUS39";"Russie";54,03333333;43,91666667;"O";0;0;;;;10.5;17.3;20;21.6;21.873;21.307;
"AR82415";"izberbash";"RUS13";"Russie";42,56666667;47,86666667;"O";0;1;;;;11.2;17.3;21.3;28.1;39.365;56.301;
"AR41422";"kingisepp";"RUS35";"Russie";59,36666667;28,6;"O";0;0;;;;;17.3;38.8;50;50.295;48.667;
"AUA15107";"Volgrad";"UKR17";"Ukraine";45,68;28,61;"O";0;0;;;;14.053;17.345;17.152;18.093;17.123;15.47;
"AUA04101";"Apostolove";"UKR05";"Ukraine";47,67;33,73;"O";0;0;;;;12.397;17.351;17.319;18.093;16.269;14.584;
"AUA05123";"Kirovske";"UKR06";"Ukraine";48,15;38,36;"O";0;0;;;;16.314;17.364;20.376;32.552;30.668;28.69;
"ABE06103";"Bykhau";"BEL00";"Belarus";53,52;30,25;"O";0;0;;;;13.227;17.371;18.048;20.049;17.732;16.968;
"AR71138";"Ourai";"RUS70";"Russie";60,13333333;64,78333333;"E";0;1;;;;;17.4;21.5;37.2;38.872;39.435;
"AR08406";"bikin";"RUS26";"Russie";46,81666667;134,25;"E";0;0;;;;19;17.5;17.7;19.1;19.641;17.156;
"AR92437";"nurlat";"RUS65";"Russie";54,43333333;50,8;"O";0;1;;;;12.7;17.5;18.6;23.5;32.527;32.6;
"AR63418";"krasnoarmsk";"RUS60";"Russie";51,01666667;45,7;"O";0;1;;;;13.6;17.5;17.6;24.1;25.411;24.362;
"AR56251501";"nizhnlomov";"RUS51";"Russie";53,53333333;43,68333333;"O";0;0;;;;13.9;17.5;22.7;26.6;24.249;22.725;
"AR68204501";"zherdevka";"RUS64";"Russie";51,83333333;41,46666667;"O";0;0;;;;15.3;17.5;18.5;19.2;16.557;15.211;
"AR86224501";"medvezhgors";"RUS12";"Russie";62,91666667;34,45;"O";0;0;;;;15.8;17.5;20.3;20.4;17.283;15.536;
"AR46243508";"kurovskoje";"RUS40";"Russie";55,58333333;38,91666667;"O";0;0;;;;16.4;17.5;19.3;21.1;19.507;21.821;
"AR78215501";"danilov";"RUS79";"Russie";58,18333333;40,18333333;"O";0;0;;;;16.9;17.5;17.5;18.9;17.245;15.861;
"AR75229516";"jurjuzanj";"RUS66";"Russie";54,86666667;58,43333333;"E";0;1;;;;17.3;17.5;18.1;18.3;14.158;12.568;
"AR57234501";"nytva";"RUS52";"Russie";57,93333333;55,33333333;"E";0;1;;;;19.2;17.5;16.9;21.9;20.66;19.042;
"AR71403";"zavodukovsk";"RUS70";"Russie";56,5;66,55;"E";0;0;;;;;17.5;21.5;25.8;25.674;25.657;
"AUA17106";"Kostopil";"UKR19";"Ukraine";50,88;26,45;"O";0;0;;;;11.762;17.548;22.803;31.61;30.36;30.85;
"AUA20103";"Borodouzhiv";"UKR22";"Ukraine";50,16;35,52;"O";0;0;;;;17.754;17.557;18.916;18.962;17.976;15.897;
"AR15425";"seljco";"RUS11";"Russie";53,36666667;34,1;"O";0;0;;;;12.1;17.6;20.2;20.8;19.14;17.933;
"ALE01114";"Cisis";"LET00";"Lettonie";57,3;25,25;"O";0;0;;;;13.839;17.696;20.958;22.013;18.559;18.237;
"AR18251507";"krasnoslobd";"RUS76";"Russie";48,7;44,56666667;"O";0;0;;;;19;17.7;16;13.5;14.359;16.007;
"AR98203501";"aldan";"RUS15";"Russie";58,6;125,3833333;"E";0;0;;;;12.4;17.7;20.2;27.1;24.715;21.277;
"AR28420";"kashin";"RUS74";"Russie";57,35;37,61666667;"O";0;0;;;;16.2;17.7;19.8;21.2;17.299;16.174;
"AR70206501";"beljov";"RUS72";"Russie";53,8;36,13333333;"O";0;0;;;;17.2;17.7;18;18.3;16.083;13.918;
"AKA09105";"Karazhal";"KAZ09";"Kazakhstan";0;0;"E";0;;;;;12.339;17.702;15.189;16.135;11.417;10.027;
"AR04537";"zelengorsk";"RUS34";"Russie";56,1;94,58333333;"E";0;0;;;;;17.738;48.7;57.19;69.355;66.018;
"AR58220501";"nevelj";"RUS54";"Russie";56,01666667;29,93333333;"O";0;0;;;;14.6;17.8;20.6;22.5;18.545;16.324;
"AKA04103";"Embi";"KAZ02";"Kazakhstan";48,83;58,14;"E";0;0;;;;;17.82;12.179;16.035;12.459;11.212;
"AAZ04108";"imishli";"AZE00";"Azerbaidjan";39,87;48,06;"O";0;1;;;;;17.839;21.34;25.715;30.009;33;
"AES01133";"Rakvere";"EST00";"Estonie";59,35;26,35;"O";0;0;;;;14.296;17.891;19.008;20.115;17.01;16.58;
"AR25204503";"vihorevka";"RUS17";"Russie";56,11666667;101,1666667;"E";0;0;;;;10.9;17.9;20.5;23.9;24.763;22.528;
"AR76226501";"mogocha";"RUS80";"Russie";53,73333333;119,7666667;"E";0;0;;;;14.7;17.9;17.8;17.8;13.282;13.228;
"AR64435";"uglegorsk";"RUS58";"Russie";49,06666667;142,0333333;"E";0;1;;;;17.9;17.9;18.4;18.4;13.396;10.382;
"AR03205509";"hadyzhensk";"RUS33";"Russie";44,43333333;39,53333333;"O";0;1;;;;20.2;17.9;17.8;19;21.286;21.58;
"AAZ06104";"shamaxi";"AZE00";"Azerbaidjan";40,63;48,64;"O";0;1;;;;13.066;17.986;21.171;24.681;31.339;36.3;
"AR20204501";"bobrov";"RUS78";"Russie";51,08333333;40,03333333;"O";0;0;;;;17.848;18;21.4;21.3;20.806;19.738;
"AGE02102";"Kobouleti";"GEO00";"Georgie";41,82;41,78;"O";0;0;;;;12.598;18.051;18.283;20.932;18.556;19.3;
"AR41475";"shliselburg";"RUS35";"Russie";59,95;31,03333333;"O";0;0;;;;16.136;18.06;21.304;24.947;23.078;24.023;
"AKA12102";"Zhanaezen";"KAZ12";"Kazakhstan";43,3;52,8;"E";0;1;;;;;18.073;37.996;52.911;67.146;108.02;
"AR46230501";"luhovicy";"RUS40";"Russie";54,98333333;39,03333333;"O";0;0;;;;12.7;18.1;27.7;32.5;32.403;29.849;
"AR03201553";"Akhtyrskii";"RUS33";"Russie";44,85;38,3;"O";0;1;;;;15.691;18.17;18.341;18.568;19.219;20.098;
"AR03243555";"Ilskii";"RUS33";"Russie";44,85;38,55;"O";0;1;;;;17.086;18.177;18.56;19.077;22.323;22.965;
"AR90205501";"alagir";"RUS48";"Russie";43,03333333;44,21666667;"O";0;0;;;;15.2;18.2;19;21.1;21.496;20.949;
"AKA03101";"Akkel";"KAZ01";"Kazakhstan";52;70,93;"E";0;0;;;;17.063;18.241;17.867;19.664;14.343;14.217;
"AKA05107";"Sarkant";"KAZ04";"Kazakhstan";45,41;79,92;"E";0;0;;;;12.347;18.296;19.751;20.913;14.797;14.305;
"AR65445503";"volchansk";"RUS63";"Russie";59,93333333;60,05;"E";0;0;;;;25;18.3;14.8;14.8;11.043;10.008;
"AR83248501";"tyrnyauz";"RUS19";"Russie";43,4;42,91666667;"O";0;0;;;;12.8;18.3;21.1;30.8;21.092;21;
"AR57416";"dobrjanka";"RUS52";"Russie";58,46666667;56,41666667;"E";0;0;;;;15.5;18.3;22.2;35.3;36.436;33.685;
"AR65249501";"talica";"RUS63";"Russie";57,01666667;63,71666667;"E";0;0;;;;17.2;18.3;18.2;19.9;18.86;16.22;
"AR57405";"aleksandrsk";"RUS52";"Russie";59,16666667;57,58333333;"E";0;0;;;;19.1;18.3;20;20.1;16.231;14.502;
"AUA18107";"Krolevets";"UKR20";"Ukraine";51,55;33,38;"O";0;0;;;;13.996;18.307;23.804;25.962;25.006;24.019;
"AUA20109";"Krasnograd";"UKR22";"Ukraine";49,37;35,45;"O";0;0;;;;15.419;18.386;23.374;26.398;22.532;21.532;
"AR08217501";"vjazemskij";"RUS26";"Russie";47,53333333;134,75;"E";0;1;;;;18;18.4;18.9;18.4;15.76;14.556;
"AR83403";"baksan";"RUS19";"Russie";43,68333333;43,53333333;"O";0;1;;;;;18.4;21.8;28.8;35.805;36.857;
"AUA10126";"Yagotin";"UKR12";"Ukraine";50,28;31,77;"O";0;0;;;;13.95;18.439;22.417;25.278;23.414;20.656;
"AUA02118";"Khmel nik";"UKR03";"Ukraine";49,55;27,97;"O";0;0;;;;13.288;18.49;23.793;29.702;27.852;28.076;
"AR70250501";"jasnogorsk";"RUS72";"Russie";54,48333333;37,7;"O";0;0;;;;12.5;18.5;21;21.3;18.588;16.804;
"AR07222501";"ipatovo";"RUS62";"Russie";45,71666667;42,9;"O";0;1;;;;13.7;18.5;22;26.4;28.594;26.055;
"AR20215501";"kalach";"RUS78";"Russie";50,43333333;41;"O";0;0;;;;16.9;18.5;20.2;23.2;20.95;20.046;
"AR17242501";"melenki";"RUS75";"Russie";55,33333333;41,63333333;"O";0;0;;;;17.5;18.5;18.1;18.3;16.344;15.208;
"AUA05106";"Bilozerske";"UKR06";"Ukraine";48,52;37,08;"O";0;0;;;;;18.585;20.491;21.079;17.738;16.351;
"AR96237501";"shali";"RUS67";"Russie";43,15;45,9;"O";0;1;;;;11.9;18.6;21.9;25;40.356;47.715;
"AR83220501";"majskij";"RUS19";"Russie";43,63333333;44,06666667;"O";0;1;;;;12.4;18.6;21.8;24.5;27.037;26.755;
"AR41225504";"Otradnoe";"RUS35";"Russie";59,78;30,82;"O";0;0;;;;13.5;18.6;20;22.4;21.57;23.874;
"AR75244501";"njazpetrvsk";"RUS66";"Russie";56,05;59,6;"E";0;1;;;;22.5;18.6;17.7;17.1;13.405;12.452;
"AUA12125";"Petrovske";"UKR14";"Ukraine";49,87;38,8;"O";0;0;;;;15.888;18.695;17.878;16.664;15.341;13.658;
"AR80403";"agidel";"RUS07";"Russie";55,9;53,93333333;"E";0;1;;;;18.721;18.721;18.721;18.721;18.721;16.365;
"AAZ08101";"Quba";"AZE00";"Azerbaidjan";41,36;48,51;"O";0;1;;;;15.947;18.871;19.437;20.791;22.664;23.9;
"AR75209505";"sim";"RUS66";"Russie";54,98333333;57,68333333;"E";0;0;;;;13.9;18.9;21.3;20.2;16.377;14.465;
"AGE09102";"Akhaltsikhe";"GEO00";"Georgie";41,87;44,35;"O";1;0;;;;16.868;18.972;19.742;24.57;18.452;19.5;
"AR10221501";"zavitinsk";"RUS04";"Russie";50,11666667;129,4333333;"E";0;0;;;;16;19;17.5;21.8;14.248;11.481;
"AR18224501";"kotelnikovo";"RUS76";"Russie";47,63333333;43,13333333;"O";0;1;;;;17.6;19.1;20.2;20.3;19.656;20.441;
"AR73210501";"inza";"RUS50";"Russie";53,85;46,35;"O";0;0;;;;18.6;19.1;20.3;23.5;20.288;18.547;
"AKA05102";"Zharkent";"KAZ04";"Kazakhstan";44,16;80;"E";0;0;;;;12.434;19.173;23.997;31.106;32.707;33.35;
"AUA19117";"Tchortkiv";"UKR21";"Ukraine";49,02;25,8;"O";0;0;;;;15.294;19.183;24.241;26.681;29.125;29.196;
"AR65241501";"sysert";"RUS63";"Russie";56,5;60,81666667;"E";0;1;;;;19.6;19.2;21.4;22.5;22.152;20.485;
"AR49228501";"okulovka";"RUS43";"Russie";58,38333333;33,3;"O";0;0;;;;;19.2;19.3;17.2;14.47;12.464;
"AR92201501";"agryz";"RUS65";"Russie";56,51666667;53;"O";0;1;;;;20.3;19.3;20.1;19.7;18.62;19.299;
"ABE05109";"Navagroudak";"BEL00";"Belarus";53,6;25,83;"O";0;0;;;;12.624;19.374;22.423;29.506;30.499;29.298;
"AKA04108";"Shalkar";"KAZ02";"Kazakhstan";47,83;59,6;"E";0;0;;;;17.236;19.377;22.15;28.899;25.933;26.574;
"AR34408";"galich";"RUS30";"Russie";58,38333333;42,35;"O";0;0;;;;16.1;19.4;21.3;21.7;19.151;17.346;
"AUA04104";"Vil nogirsk";"UKR05";"Ukraine";48,48;34,02;"O";0;0;;;;;19.419;22.626;24.62;23.796;23.776;
"AUA25111";"Nosivka";"UKR27";"Ukraine";50,93;31,58;"O";0;0;;;;16.068;19.43;18.797;18.257;15.746;14.278;
"ALI07107";"Tauragi";"LIT00";"Lithuanie";55,25;22,29;"O";1;1;;;;12.041;19.461;25.838;29.996;28.968;27.5;
"AUA11109";"Novooukrainka";"UKR13";"Ukraine";48,32;31,52;"O";0;0;;;;16.921;19.554;20.276;20.675;19.235;18.032;
"AR41466";"tosno";"RUS35";"Russie";59,55;30,9;"O";0;0;;;;15.1;19.6;24.1;32.5;38.683;39.127;
"AR41432";"lodejnpolje";"RUS35";"Russie";60,73333333;33,55;"O";0;0;;;;17.5;19.6;23.2;26.7;22.83;21.053;
"AR65478";"nizhntura";"RUS63";"Russie";58,61666667;59,85;"E";0;1;;;;20.6;19.6;22.9;26.3;24.247;21.997;
"AUA15115";"Reni";"UKR17";"Ukraine";45,45;28,28;"O";0;0;;;;14.778;19.625;21.532;23.794;20.375;19.477;
"AUA05122";"Ilovaisk";"UKR06";"Ukraine";47,97;38,11;"O";0;0;;;;21.947;19.676;20.435;21.076;17.491;16.255;
"ALI02109";"Kidainiai";"LIT00";"Lithuanie";55,29;23,97;"O";0;0;;;;10.58;19.677;28.096;34.112;31.939;30.663;
"AR04121";"dudinka";"RUS34";"Russie";69,4;86,18333333;"E";0;0;;;;16.3;19.7;24.8;32.3;25.132;22.207;
"AR71134";"Nefte-Ougansk";"RUS70";"Russie";61,1;72,6;"E";0;1;;;;;19.7;52.4;93.9;107.83;123.276;
"ABE06101";"Asipobitchy";"BEL00";"Belarus";53,29;28,64;"O";0;0;;;;15.777;19.705;27.409;33.803;35.175;32.281;
"AUA19108";"Kremenets";"UKR21";"Ukraine";50,1;26,2;"O";0;0;;;;16.438;19.731;21.171;24.57;21.946;21.602;
"AR24220506";"privolzhsk";"RUS18";"Russie";57,38333333;41,28333333;"O";0;0;;;;18.7;19.8;20.4;20.7;18.385;16.749;
"AR03409";"gorkljuch";"RUS33";"Russie";44,63333333;39,13333333;"O";0;1;;;;;19.8;22.7;25.6;27.693;30.093;
"AUA23104";"Zvenigorodka";"UKR25";"Ukraine";49,08;30,97;"O";0;0;;;;17.154;19.804;21.651;22.74;19.762;18.482;
"AUA23116";"Shpola";"UKR25";"Ukraine";49;31,39;"O";0;0;;;;16.13;19.806;21.939;22.378;19.357;18.29;
"AUA18114";"Trostyanets";"UKR20";"Ukraine";50,47;34,95;"O";0;0;;;;17.992;19.868;23.655;25.706;23.146;21.682;
"AR04412";"enisejsk";"RUS34";"Russie";58,45;92,16666667;"E";0;0;;;;17;19.9;20.8;22.9;20.394;18.769;
"AR42209501";"dankov";"RUS36";"Russie";53,25;39,15;"O";0;0;;;;12.7;20;23.2;24.7;23.249;21.056;
"AR75415";"karabash";"RUS66";"Russie";55,48333333;60,2;"E";0;1;;;;24.9;20;17.6;17;15.942;13.151;
"AUA21102";"Genitchesk";"UKR23";"Ukraine";46,18;34,81;"O";0;0;;;;14.42;20.031;21.99;23.289;21.651;20.52;
"AUA08112";"Pologui";"UKR09";"Ukraine";47,48;36,25;"O";0;0;;;;16.49;20.048;22.873;25.336;21.98;20.34;
"AR80460";"janaul";"RUS07";"Russie";56,26666667;54,93333333;"E";0;1;;;;15.8;20.1;21.8;25.7;27.909;26.988;
"AR80419";"davlekanovo";"RUS07";"Russie";54,21666667;55,03333333;"E";0;1;;;;17.1;20.1;20.7;21.9;23.86;24.04;
"AR24237501";"jurjevec";"RUS18";"Russie";57,31666667;43,1;"O";0;0;;;;19.7;20.1;18.3;16.5;12.664;10.205;
"AR22258501";"shahunja";"RUS42";"Russie";57,66666667;46,61666667;"O";0;0;;;;21.3;20.1;21;22.3;21.724;20.926;
"AR42248501";"usmanj";"RUS36";"Russie";52,05;39,73333333;"O";0;0;;;;11.9;20.2;20.1;20.9;20.133;18.752;
"AR07210501";"blagodarnyj";"RUS62";"Russie";45,1;43,43333333;"O";0;1;;;;14.9;20.2;22.7;27.8;34.5;32.736;
"AR75424";"katavivansk";"RUS66";"Russie";54,75;58,2;"E";0;0;;;;20.6;20.2;22.8;25;20.162;17.64;
"AR01247551";"Talmenka";"RUS02";"Russie";53,82;83,57;"E";0;0;;;;17.953;20.214;20.05;19.2;20.061;18.814;
"ALI08105";"Telsiai";"LIT00";"Lithuanie";55,98;22,25;"O";1;0;;;;13.46;20.22;26.918;33.553;31.227;29.764;
"AUA05149";"Oukrainsk";"UKR06";"Ukraine";48,1;37,38;"O";0;0;;;;;20.226;17.1;15.597;13.004;12.234;
"AR60218501";"zernograd";"RUS55";"Russie";46,85;40,3;"O";0;0;;;;15.6;20.3;25.3;26.1;28.84;26.85;
"AR46233501";"mozhajsk";"RUS40";"Russie";55,5;36,03333333;"O";0;0;;;;15.7;20.3;27.1;30.7;31.459;31.388;
"AR27405";"baltijsk";"RUS20";"Russie";54,65;19,91666667;"O";0;1;;;;17.4;20.3;23.6;27.1;33.252;32.67;
"AR64405";"aleksahalin";"RUS58";"Russie";50,9;142,15;"E";0;1;;;;22.2;20.3;19.2;19.2;12.826;10.613;
"AUA15103";"Balta";"UKR17";"Ukraine";47,94;29,62;"O";0;0;;;;17.922;20.317;20.929;23.293;19.881;19.378;
"AUA04121";"Pyatikhatki";"UKR05";"Ukraine";48,41;33,71;"O";0;0;;;;21.359;20.329;20.932;21.135;20.309;19.069;
"ALE01170";"Valmiera";"LET00";"Lettonie";57,55;25,4;"O";0;0;;;;11.589;20.331;25.544;29.457;27.352;27.234;
"AUA04118";"Pershotravensk";"UKR05";"Ukraine";48,35;36,38;"O";0;0;;;;;20.422;23.66;28.068;29.035;29.122;
"AMO01112";"Ceadir-Lunga";"MOL00";"Moldavie";46,05;28,83;"O";0;0;;;;13.193;20.474;21.706;23.161;19.865;19.4;
"AR26405";"malgobek";"RUS16";"Russie";43,51666667;44,58333333;"O";0;1;;;;13.9;20.5;20.6;20.4;41.876;31.076;
"AR18238501";"novoanniski";"RUS76";"Russie";50,51666667;42,66666667;"O";0;1;;;;18.7;20.5;20.9;20.9;19.472;17.911;
"AR25445505";"svirsk";"RUS17";"Russie";53,08333333;103,3333333;"E";0;0;;;;21.2;20.5;21.8;19.2;15.5;13.649;
"AKA16111";"Shemonaikha";"KAZ16";"Kazakhstan";50,63;81,91;"E";0;0;;;;15.916;20.565;22.612;23.607;18.34;19.127;
"AUA07102";"Vinogradiv";"UKR08";"Ukraine";48,15;22,77;"O";0;0;;;;15.91;20.58;22.436;25.663;25.738;25.435;
"AR20239501";"povorino";"RUS78";"Russie";51,2;42,25;"O";0;0;;;;19.3;20.6;19.6;19.45;18.342;17.692;
"AR37242501";"shumiha";"RUS31";"Russie";55,23333333;63,28333333;"E";0;1;;;;19.4;20.6;21.3;22;19.083;17.821;
"AR50252501";"toguchin";"RUS44";"Russie";55,23333333;84,38333333;"E";0;0;;;;19.6;20.6;22.6;23.2;22.179;21.9;
"AR25234501";"sljudjanka";"RUS17";"Russie";51,66666667;103,7;"E";0;0;;;;21.4;20.6;19.8;19.9;19.118;18.542;
"AR04257501";"ujar";"RUS34";"Russie";55,81666667;94,31666667;"E";0;0;;;;21.6;20.6;18;17;13.807;12.666;
"AR18226501";"kotovo";"RUS76";"Russie";50,31666667;44,8;"O";0;1;;;;;20.6;23.1;25.4;26.763;24.104;
"AKA11204";"Zhosaly";"KAZ11";"Kazakhstan";45,49;64,08;"E";0;0;;;;13.393;20.658;23.518;19.509;18.939;18.983;
"AR07243501";"novoaleksan";"RUS62";"Russie";45,5;41,23333333;"O";0;1;;;;16.5;20.7;22.7;25.8;27.315;26.759;
"AR56253501";"nikolskp";"RUS51";"Russie";53,71666667;46,08333333;"O";0;0;;;;16.8;20.7;23.6;26.9;24.061;22.475;
"AR64420";"nevelsk";"RUS58";"Russie";46,65;141,8666667;"E";0;1;;;;19.9;20.7;23.5;24.2;18.639;11.667;
"AR75421";"kasli";"RUS66";"Russie";55,88333333;60,75;"E";0;1;;;;21.8;20.7;21.2;21.5;19.091;16.998;
"AAZ04103";"Barda";"AZE00";"Azerbaidjan";40,37;47,13;"O";0;1;;;;13.033;20.788;24.122;30.908;35.181;38.1;
"AR52410";"kalachinsk";"RUS45";"Russie";55,05;74,58333333;"E";0;0;;;;19;20.8;22.4;25;24.247;23.539;
"AR18216501";"kalachnadon";"RUS76";"Russie";48,68333333;43,53333333;"O";0;1;;;;16.7;20.8;22.8;23;26.882;26.892;
"AR73204501";"barysh";"RUS50";"Russie";53,65;47,11666667;"O";0;0;;;;17.9;20.8;20.3;20.2;18.902;17.149;
"AR78212501";"gavrilovjam";"RUS79";"Russie";57,3;39,85;"O";0;0;;;;21.3;20.8;20.7;21.4;19.105;17.792;
"AR50232501";"kupino";"RUS44";"Russie";54,36666667;77,3;"E";0;0;;;;23.2;20.8;19.3;19.5;16.878;14.893;
"AES01147";"Viljandi";"EST00";"Estonie";58,36666667;25,6;"O";0;0;;;;17.916;20.814;22.366;22.973;20.608;19.963;
"AR46205501";"volokolamsk";"RUS40";"Russie";56,03333333;35,95;"O";0;0;;;;;20.901;24.005;24.001;20.303;23.386;
"AUA10115";"Pereyaslav-Khmel snitskii";"UKR12";"Ukraine";50,08;31,47;"O";0;0;;;;14.361;20.919;26.669;29.483;31.425;28.28;
"AR86212501";"kemj";"RUS12";"Russie";64,95;34,6;"O";0;0;;;;18.1;21;21;18.5;14.62;13.061;
"AR80209565";"Priyoutovo";"RUS07";"Russie";53,9;53,93;"E";0;1;;;;20.278;21.051;18.164;19.349;20.807;20.888;
"AR57257501";"chernushka";"RUS52";"Russie";56,5;56,08333333;"E";0;1;;;;12.1;21.1;28.1;34.8;35.713;33.275;
"AR50257501";"cherepanovo";"RUS44";"Russie";54,21666667;83,36666667;"E";0;0;;;;21.2;21.1;21;22.1;20.496;19.803;
"AUA06106";"Korostishiv";"UKR07";"Ukraine";50,32;29,07;"O";0;0;;;;16.96;21.153;24.42;28.046;25.985;25.817;
"AGE05104";"Telavi";"GEO00";"Georgie";41,92;45,49;"O";1;1;;;;15.328;21.179;25.272;28.325;21.805;20.5;
"AR03201501";"abinsk";"RUS33";"Russie";44,86666667;38,16666667;"O";0;1;;;;14.8;21.2;25.3;29.2;33.734;34.926;
"AR29223501";"maljarslavc";"RUS22";"Russie";55;36,46666667;"O";0;0;;;;17.9;21.2;22.1;26.6;31.606;30.401;
"AR75238501";"kusa";"RUS66";"Russie";55,33333333;59,43333333;"E";0;1;;;;21.8;21.2;21.9;22.6;20.316;18.792;
"AAZ10101";"Aghdam";"AZE00";"Azerbaidjan";39,99;46,93;"O";0;0;;;;16.061;21.277;23.559;28.031;33.675;37.7;
"AR47215551";"Nikel";"RUS41";"Russie";69,41;30,22;"O";0;0;;;;16.305;21.299;20.031;21.838;16.534;12.771;
"AR25438";"Oust-Ilimsk";"RUS17";"Russie";58;102,6666667;"E";0;0;;;;;21.3;68.6;109.3;100.592;86.591;
"AAR06101";"Alaverdi";"ARM00";"Armenie";41,13;44,65;"O";0;0;;;;16.713;21.311;22.474;26.267;16.58;15.8;
"AMO01116";"Comrat";"MOL00";"Moldavie";46,3;28,66;"O";0;0;;;;14.361;21.369;23.373;25.822;23.645;23.7;
"AUA17104";"Zdolbouniv";"UKR19";"Ukraine";50,52;26,25;"O";0;0;;;;14.964;21.393;25.432;27.598;24.617;24.549;
"AR22240501";"lyskovo";"RUS42";"Russie";56,03333333;45,03333333;"O";0;0;;;;16.2;21.4;24.3;25;23.901;21.882;
"AR47417";"olenegorsk";"RUS41";"Russie";68,13333333;33,26666667;"O";0;0;;;;12.1;21.5;27.4;35.6;25.166;23.079;
"AR07258501";"mihajlovsk";"RUS62";"Russie";45,13333333;42,03333333;"O";0;1;;;;12.3;21.5;32.3;43;58.153;71.018;
"AR34414";"manturovo";"RUS30";"Russie";58,33333333;44,76666667;"O";0;0;;;;16.3;21.5;22.6;22.5;19.457;17.479;
"AR41442";"podporozhje";"RUS35";"Russie";60,91666667;34,16666667;"O";0;0;;;;17.6;21.5;23.9;23.3;20.312;18.729;
"AKA05101";"Esik";"KAZ04";"Kazakhstan";43,35;77,46;"E";0;0;;;;11.147;21.6;25.209;26.955;31.296;34.355;
"AR20208501";"buturlinvka";"RUS78";"Russie";50,83333333;40,6;"O";0;0;;;;13.3;21.6;23.6;29.3;28.627;27.208;
